soldierId,bestSoldierPerc
116064,0.18606785
116065,0.9093628
116066,0.76848984
116067,0.36467847
116068,0.14533596
116069,0.21800414
116070,0.92211044
116071,0.62540007
116072,0.5622457
116073,0.5729186
116074,0.16011874
184115,0.22981954
184116,0.6207751
184117,0.2995224
184118,0.8979844
184119,0.06479077
184120,0.031714052
184121,0.18541849
184122,0.87357163
184123,0.46397722
184124,0.79655004
184125,0.057072937
184126,0.028430492
184127,0.08399573
184128,0.3274443
184129,0.09641966
184130,0.04692027
184131,0.2298106
184132,0.626313
184133,0.7607441
184134,0.9485861
184135,0.17519331
184136,0.17760237
184137,0.46069276
184138,0.9803263
184139,0.35052013
184140,0.24094689
184141,0.22358757
184142,0.9632127
184143,0.9386568
184144,0.9137968
184145,0.9546168
184146,0.9107449
184147,0.70347047
184148,0.3151321
184149,0.67821616
184150,0.8540498
184151,0.7728975
184152,0.44893163
184153,0.7801163
184154,0.60882163
184155,0.96331954
184156,0.3688216
184157,0.84382117
184158,0.53215265
184159,0.38391876
184160,0.9661404
184161,0.47394955
184162,0.7963675
184163,0.9170604
184164,0.82576025
184165,0.9366963
184166,0.63086414
184167,0.5660795
184168,0.28653595
184169,0.62192583
184170,0.5395249
184171,0.85693216
184172,0.089122504
184173,0.35456407
184174,0.13372152
184175,0.29011047
184176,0.022316486
184177,0.75589883
184178,0.97228587
184179,0.23496605
184180,0.19565432
184181,0.8509277
184182,0.71054304
184183,0.8187028
184184,0.0013640821
184185,0.74573356
184186,0.08656873
184187,0.6700571
184188,0.115208134
184189,0.87917626
184190,0.8541738
184191,0.049301714
184192,0.21054563
184193,0.22616598
184194,0.11424288
184195,0.1576503
184196,0.81586385
184197,0.52544856
184198,0.5110235
184199,0.7703512
184200,0.29879373
184201,0.67902315
184202,0.20012763
184203,0.2386965
184204,0.03319326
184205,0.040207535
184206,0.72659314
184207,0.5262776
184208,0.5330291
184209,0.54890203
184210,0.44909033
184211,0.9239465
184212,0.83028126
184213,0.8559383
184214,0.36482373
184215,0.6784508
184216,0.59065413
184217,0.7549666
184218,0.74687684
184219,0.025407165
184220,0.7207135
184221,0.047669142
184222,0.29217288
184223,0.19734919
184224,0.18195283
184225,0.95739436
184226,0.7598313
184227,0.40705562
184228,0.0654908
184229,0.92032635
184230,0.9012182
184231,0.044440657
184232,0.75050807
184233,0.62871003
184234,0.11115563
184235,0.37424475
184236,0.74012446
184237,0.72715604
184238,0.8338609
184239,0.2080437
184240,0.50693405
184241,0.8647717
184242,0.941802
184243,0.5508115
184244,0.0388107
184245,0.87908804
184246,0.31938687
184247,0.7309871
184248,0.46400648
184249,0.3987742
184250,0.07554677
184251,0.3724889
184252,0.589472
184253,0.6435578
184254,0.028293282
184255,0.5926821
184256,0.86884177
184257,0.61195374
184258,0.1276193
184259,0.78465676
184260,0.6865064
184261,0.1960814
184262,0.11235531
184263,0.57510024
184264,0.25203592
252305,0.32135072
252306,0.60187334
252307,0.94079626
252308,0.7389883
252309,0.054972976
252310,0.13170804
252311,0.2310536
252312,0.9185802
252313,0.36651102
252314,0.74394053
252315,0.53628814
252316,0.04521838
252317,0.30111757
252318,0.36988306
252319,0.27278805
252320,0.18046711
252321,0.22561677
252322,0.6456816
252323,0.7480582
252324,0.13626009
252325,0.084515154
252326,0.2186554
252327,0.24640381
252328,0.96058846
252329,0.54054856
252330,0.41978782
252331,0.20546868
252332,0.87513494
252333,0.34695855
252334,0.7281579
252335,0.8292432
252336,0.78563046
252337,0.7257055
252338,0.2777885
252339,0.6763075
252340,0.9346434
252341,0.8070605
252342,0.63558924
252343,0.83921397
252344,0.6480032
252345,0.8848406
252346,0.2746039
252347,0.84926903
252348,0.3793243
252349,0.5104347
252350,0.9673555
252351,0.47113276
252352,0.69818723
252353,0.91423464
252354,0.12759262
252355,0.26964578
252356,0.67418015
252357,0.49752367
252358,0.25123727
252359,0.6140748
252360,0.5294161
252361,0.8603455
252362,0.032393247
252363,0.842664
252364,0.19601168
252365,0.28798774
252366,0.9496368
252367,0.72571546
252368,0.97426784
252369,0.341134
252370,0.47634295
252371,0.69563925
252372,0.7929697
252373,0.08717255
252374,0.8077279
252375,0.7381673
252376,0.43681598
252377,0.6140027
252378,0.48656797
252379,0.9038439
252380,0.94676864
252381,0.23468158
252382,0.05429861
252383,0.08283697
252384,0.8087504
252385,0.058890194
252386,0.7052469
252387,0.50069356
252388,0.12645145
252389,0.5942734
252390,0.6298575
252391,0.6426098
252392,0.13979957
252393,0.14542405
252394,0.038272917
252395,0.20993319
252396,0.14099196
252397,0.5464021
252398,0.68023694
252399,0.580276
252400,0.31803048
252401,0.8364625
252402,0.7690326
252403,0.9000288
252404,0.35184214
252405,0.55233854
252406,0.79952997
252407,0.8430027
252408,0.7359233
252409,0.2339165
252410,0.7223966
252411,0.06823671
252412,0.30588952
252413,0.15455538
252414,0.16681789
252415,0.76535857
252416,0.7633357
252417,0.33909938
252418,0.11375192
252419,0.25499082
252420,0.8979633
252421,0.8946079
252422,0.73884255
252423,0.6530447
252424,0.32899958
252425,0.06613323
252426,0.254484
252427,0.50346285
252428,0.6281653
252429,0.22855408
252430,0.45683265
252431,0.8677074
252432,0.4581742
252433,0.88511217
252434,0.035165638
252435,0.8940332
252436,0.22512826
252437,0.79851305
252438,0.40187228
252439,0.6645591
252440,0.8055576
252441,0.9381592
252442,0.5661557
252443,0.5727793
252444,0.9440527
252445,0.5947887
252446,0.8977268
252447,0.50711876
252448,0.330368
252449,0.90392065
252450,0.10725145
252451,0.17699964
252452,0.055760503
252453,0.6939986
252454,0.18749022
320494,0.35382682
320495,0.12409066
320496,0.9521122
320497,0.22610453
320498,0.8022742
320499,0.9086274
320500,0.95516837
320501,0.8760214
320502,0.86494815
320503,0.20853445
320504,0.7250564
320505,0.71389115
320506,0.25121394
320507,0.767123
320508,0.8915243
320509,0.78195894
320510,0.12114623
320511,0.13704386
320512,0.3486106
320513,0.18293603
320514,0.14888808
320515,0.40069982
320516,0.53908074
320517,0.390342
320518,0.40245703
320519,0.49736756
320520,0.2653213
320521,0.24595347
320522,0.8961712
320523,0.5737902
320524,0.3795722
320525,0.027000576
320526,0.17147936
320527,0.71079886
320528,0.21438955
320529,0.095942736
320530,0.77861476
320531,0.29903778
320532,0.192385
320533,0.46365452
320534,0.6950377
320535,0.1943588
320536,0.85933053
320537,0.51900834
320538,0.65955615
320539,0.088832855
320540,0.93492424
320541,0.28119248
320542,0.087679476
320543,0.36784226
320544,0.57241374
320545,0.41939148
320546,0.8969103
320547,0.92374575
320548,0.090367645
320549,0.23802409
320550,0.4776244
320551,0.5747081
320552,0.044024587
320553,0.59383434
320554,0.8523238
320555,0.49875402
320556,0.025216818
320557,0.21588005
320558,0.8208389
320559,0.18594447
320560,0.5713059
320561,0.6803254
320562,0.35399953
320563,0.85524654
320564,0.9679781
320565,0.27691752
320566,0.01949343
320567,0.709671
320568,0.88229895
320569,0.12848845
320570,0.27035132
320571,0.973603
320572,0.77969897
320573,0.7643459
320574,0.7369987
320575,0.8611219
320576,0.85764873
320577,0.8742174
320578,0.7762338
320579,0.5929154
320580,0.70222306
320581,0.8937985
320582,0.049026996
320583,0.7427976
320584,0.066361845
320585,0.84974515
320586,0.69307303
320587,0.4176256
320588,0.9118054
320589,0.2978246
320590,0.3680788
320591,0.37104768
320592,0.88127434
320593,0.958315
320594,0.11313768
320595,0.7972436
320596,0.47415823
320597,0.6728196
320598,0.8866012
320599,0.022010982
320600,0.556736
320601,0.67481726
320602,0.17230457
320603,0.7253058
320604,0.6441941
320605,0.25096875
320606,0.30473197
320607,0.21014233
320608,0.39663726
320609,0.34585026
320610,0.74843776
320611,0.65535533
320612,0.94428086
320613,0.25664124
320614,0.93506205
320615,0.6772362
320616,0.2706555
320617,0.85962963
320618,0.78647685
320619,0.47592586
320620,0.8894931
320621,0.38052478
320622,0.6045724
320623,0.73607886
320624,0.423596
320625,0.85382175
320626,0.2551862
320627,0.69212306
320628,0.22962332
320629,0.9205502
320630,0.5243638
320631,0.685431
320632,0.23268425
320633,0.33314666
320634,0.8279624
320635,0.29862574
320636,0.8354869
320637,0.8580742
320638,0.42728812
320639,0.5888612
320640,0.16706276
320641,0.33976144
320642,0.7308185
320643,0.7271691
388682,0.3371316
388683,0.08759864
388684,0.92200303
388685,0.1243155
388686,0.52608293
388687,0.32642478
388688,0.934603
388689,0.8954021
388690,0.8434125
388691,0.63864326
388692,0.23028812
388693,0.11189555
388694,0.34887636
388695,0.7577487
388696,0.9169835
388697,0.86495566
388698,0.104459524
388699,0.8496696
388700,0.31505838
388701,0.14003985
388702,0.18435723
388703,0.44447583
388704,0.55018365
388705,0.35508546
388706,0.6424905
388707,0.46425828
388708,0.23222832
388709,0.2557529
388710,0.74076295
388711,0.7638438
388712,0.3696072
388713,0.025790334
388714,0.025094122
388715,0.4026109
388716,0.16908602
388717,0.24457641
388718,0.7961813
388719,0.6034336
388720,0.18743777
388721,0.49395996
388722,0.6509714
388723,0.23206738
388724,0.87725294
388725,0.48209205
388726,0.394478
388727,0.52879566
388728,0.9485222
388729,0.25568557
388730,0.104272604
388731,0.44650722
388732,0.5337626
388733,0.92659557
388734,0.89763594
388735,0.8743212
388736,0.06653014
388737,0.25806838
388738,0.44770238
388739,0.8350147
388740,0.028090447
388741,0.601688
388742,0.90969706
388743,0.45523804
388744,0.7960297
388745,0.018615484
388746,0.2649219
388747,0.17742737
388748,0.5563938
388749,0.8656863
388750,0.030216277
388751,0.268146
388752,0.9760932
388753,0.9180862
388754,0.01704818
388755,0.786256
388756,0.921355
388757,0.113922656
388758,0.2237148
388759,0.96192145
388760,0.76905644
388761,0.7762337
388762,0.70590526
388763,0.8591986
388764,0.860363
388765,0.47461852
388766,0.8422053
388767,0.73192215
388768,0.6961094
388769,0.77289355
388770,0.10761967
388771,0.7065227
388772,0.15729734
388773,0.38893992
388774,0.47530568
388775,0.23681638
388776,0.8773309
388777,0.30723953
388778,0.45954248
388779,0.35307324
388780,0.88592684
388781,0.96650195
388782,0.19485989
388783,0.64581513
388784,0.5128917
388785,0.8984916
388786,0.95468354
388787,0.026879758
388788,0.5070931
388789,0.6358278
388790,0.6173595
388791,0.71151054
388792,0.2620999
388793,0.93032587
388794,0.29758286
388795,0.20385993
388796,0.3907823
388797,0.36018288
388798,0.23208407
388799,0.626986
388800,0.8105786
388801,0.6303177
388802,0.9552772
388803,0.7865602
388804,0.24653675
388805,0.93061817
388806,0.7458955
388807,0.47810116
388808,0.8650961
388809,0.47214645
388810,0.42848438
388811,0.6055411
388812,0.40453902
388813,0.9136447
388814,0.22670591
388815,0.77753246
388816,0.55686134
388817,0.28338426
388818,0.27477396
388819,0.68496406
388820,0.4413591
388821,0.4929372
388822,0.863178
388823,0.36095047
388824,0.5404807
388825,0.94157124
388826,0.39692894
388827,0.36482227
388828,0.091077924
388829,0.10289213
388830,0.33303353
388831,0.65759075
456869,0.26191652
456870,0.39656496
456871,0.86697984
456872,0.1702979
456873,0.5178534
456874,0.27749723
456875,0.9518838
456876,0.14175217
456877,0.88242984
456878,0.17415236
456879,0.4929879
456880,0.08542147
456881,0.20033042
456882,0.72028685
456883,0.7920799
456884,0.16847894
456885,0.3466291
456886,0.78968656
456887,0.9427973
456888,0.07836829
456889,0.08541626
456890,0.48108506
456891,0.5797534
456892,0.37762174
456893,0.47127035
456894,0.029272497
456895,0.08573042
456896,0.7877666
456897,0.3576937
456898,0.13469689
456899,0.39068836
456900,0.027780026
456901,0.049063593
456902,0.6968229
456903,0.19676596
456904,0.40032834
456905,0.81635404
456906,0.86099136
456907,0.20748791
456908,0.45625317
456909,0.0735385
456910,0.20142275
456911,0.8223251
456912,0.5720931
456913,0.29152036
456914,0.060251474
456915,0.5215163
456916,0.8119403
456917,0.22177723
456918,0.81211436
456919,0.55277365
456920,0.60934526
456921,0.6126548
456922,0.14105913
456923,0.6986525
456924,0.80304325
456925,0.46262813
456926,0.53976464
456927,0.038822025
456928,0.59727716
456929,0.83366215
456930,0.47132593
456931,0.69340897
456932,0.22962242
456933,0.029807568
456934,0.15919057
456935,0.5847366
456936,0.76334834
456937,0.8062599
456938,0.5105393
456939,0.8155674
456940,0.23658797
456941,0.019763082
456942,0.031954646
456943,0.95656073
456944,0.77232236
456945,0.2748887
456946,0.18432377
456947,0.60401785
456948,0.82452166
456949,0.10955106
456950,0.8475667
456951,0.84232605
456952,0.30180946
456953,0.6143868
456954,0.71892846
456955,0.6875499
456956,0.9383557
456957,0.59726715
456958,0.6011255
456959,0.03439483
456960,0.14780018
456961,0.11930755
456962,0.48274457
456963,0.086664885
456964,0.07614508
456965,0.4464994
456966,0.47404912
456967,0.8746885
456968,0.93589807
456969,0.17128174
456970,0.7378119
456971,0.5139939
456972,0.70395255
456973,0.34162742
456974,0.103297204
456975,0.62617886
456976,0.4027133
456977,0.573694
456978,0.106603816
456979,0.45933813
456980,0.72151124
456981,0.36543113
456982,0.23404962
456983,0.9032618
456984,0.81673133
456985,0.791522
456986,0.9755844
456987,0.022071093
456988,0.7895831
456989,0.95859087
456990,0.6677489
456991,0.94571257
456992,0.063114464
456993,0.7685263
456994,0.31762713
456995,0.41126135
456996,0.7588581
456997,0.49186778
456998,0.30835238
456999,0.50461054
457000,0.5914243
457001,0.42398268
457002,0.3900074
457003,0.41642654
457004,0.73570883
457005,0.9082836
457006,0.29170012
457007,0.46286935
457008,0.52582115
457009,0.6691779
457010,0.5131337
457011,0.4457175
457012,0.921798
457013,0.25561118
457014,0.29121125
457015,0.18126363
457016,0.17820689
457017,0.6828438
457018,0.23200157
525053,0.36692008
525054,0.36452046
525055,0.070438474
525056,0.91202736
525057,0.88502717
525058,0.31221336
525059,0.5407086
525060,0.17893589
525061,0.82580733
525062,0.5434617
525063,0.5095621
525064,0.022532582
525065,0.22260511
525066,0.7114026
525067,0.7573398
525068,0.15592718
525069,0.3609549
525070,0.8447931
525071,0.7303127
525072,0.29255682
525073,0.1255771
525074,0.059306145
525075,0.704635
525076,0.30846685
525077,0.74417186
525078,0.85310674
525079,0.18191558
525080,0.7738347
525081,0.05835238
525082,0.71712565
525083,0.34309444
525084,0.023953915
525085,0.02359888
525086,0.6840595
525087,0.19884865
525088,0.37814805
525089,0.6965155
525090,0.95727944
525091,0.10835981
525092,0.85408187
525093,0.09005563
525094,0.2780146
525095,0.8249507
525096,0.43739077
525097,0.4736349
525098,0.783157
525099,0.4952042
525100,0.81229675
525101,0.19756898
525102,0.33592963
525103,0.5171612
525104,0.44405925
525105,0.7974764
525106,0.14788644
525107,0.70908856
525108,0.94234955
525109,0.7712172
525110,0.5232079
525111,0.03339237
525112,0.08337088
525113,0.0131442845
525114,0.4499423
525115,0.023023963
525116,0.19507837
525117,0.42539656
525118,0.23421058
525119,0.8159871
525120,0.36216998
525121,0.30630025
525122,0.52872837
525123,0.8616836
525124,0.38031727
525125,0.2805158
525126,0.046545893
525127,0.8697556
525128,0.7752757
525129,0.09968102
525130,0.35966107
525131,0.72585714
525132,0.62738585
525133,0.7087469
525134,0.8463168
525135,0.8702655
525136,0.20793799
525137,0.7262893
525138,0.963222
525139,0.64357364
525140,0.9707434
525141,0.091887414
525142,0.8331413
525143,0.08318597
525144,0.43637747
525145,0.53362346
525146,0.36832565
525147,0.10102098
525148,0.18078235
525149,0.4426094
525150,0.20955826
525151,0.2649492
525152,0.9137671
525153,0.15833084
525154,0.39014262
525155,0.49560422
525156,0.1766452
525157,0.34065753
525158,0.041106164
525159,0.1415933
525160,0.38785046
525161,0.56726027
525162,0.06472243
525163,0.17108133
525164,0.18157546
525165,0.45059872
525166,0.23590027
525167,0.9355272
525168,0.8463712
525169,0.88417244
525170,0.9631865
525171,0.10590926
525172,0.03183493
525173,0.6455865
525174,0.8389957
525175,0.9319577
525176,0.37373012
525177,0.8318825
525178,0.94702196
525179,0.4049969
525180,0.03933397
525181,0.528499
525182,0.42644104
525183,0.49302933
525184,0.59981453
525185,0.3517598
525186,0.39598322
525187,0.17585161
525188,0.27269074
525189,0.9046389
525190,0.30850172
525191,0.48377067
525192,0.2040985
525193,0.9643072
525194,0.49570936
525195,0.3313437
525196,0.06849092
525197,0.26938727
525198,0.5087341
525199,0.20031601
525200,0.36836448
525201,0.5520021
525202,0.36751616
593230,0.23571636
593231,0.687788
593232,0.6572727
593233,0.8168739
593234,0.3709138
593235,0.32795277
593236,0.43727642
593237,0.7759707
593238,0.8286246
593239,0.9251183
593240,0.6241981
593241,0.61945474
593242,0.22202188
593243,0.10044879
593244,0.6476568
593245,0.22923177
593246,0.7715497
593247,0.862785
593248,0.40425432
593249,0.66507846
593250,0.0764339
593251,0.07870278
593252,0.047106773
593253,0.5810882
593254,0.9036932
593255,0.7019789
593256,0.7915417
593257,0.8350531
593258,0.17113465
593259,0.9150491
593260,0.21069536
593261,0.4784829
593262,0.19780377
593263,0.34108916
593264,0.27203783
593265,0.764114
593266,0.081780106
593267,0.94162667
593268,0.098576784
593269,0.78524435
593270,0.32746628
593271,0.5480444
593272,0.68848205
593273,0.4045579
593274,0.1881631
593275,0.6694182
593276,0.72663516
593277,0.07745841
593278,0.8105751
593279,0.45336813
593280,0.30677173
593281,0.7083719
593282,0.6721344
593283,0.6356107
593284,0.32800978
593285,0.21593374
593286,0.30275384
593287,0.84350383
593288,0.58072245
593289,0.97460496
593290,0.45161015
593291,0.53224134
593292,0.27748674
593293,0.1286259
593294,0.79047585
593295,0.8120842
593296,0.44815817
593297,0.18040587
593298,0.51385534
593299,0.4299807
593300,0.84594154
593301,0.13382395
593302,0.28177208
593303,0.8133104
593304,0.0198811
593305,0.9663203
593306,0.09095688
593307,0.2586931
593308,0.029571295
593309,0.69192946
593310,0.89417696
593311,0.46113238
593312,0.87526226
593313,0.25597334
593314,0.2169412
593315,0.95720255
593316,0.7660954
593317,0.49821225
593318,0.7260195
593319,0.27014026
593320,0.0677
593321,0.54559845
593322,0.3719501
593323,0.8449794
593324,0.7022273
593325,0.103298455
593326,0.929335
593327,0.59135485
593328,0.26329434
593329,0.18427965
593330,0.8843504
593331,0.33324885
593332,0.5768106
593333,0.15215585
593334,0.115497485
593335,0.16529715
593336,0.10893482
593337,0.53463054
593338,0.364327
593339,0.8190483
593340,0.2061724
593341,0.023157984
593342,0.27227068
593343,0.27325717
593344,0.88703585
593345,0.7453399
593346,0.4988168
593347,0.17412359
593348,0.20164171
593349,0.028855294
593350,0.6736849
593351,0.07466513
593352,0.49622023
593353,0.39789623
593354,0.3880558
593355,0.6790172
593356,0.59810907
593357,0.037642688
593358,0.94169164
593359,0.39914232
593360,0.30620474
593361,0.12448445
593362,0.34627944
593363,0.20058033
593364,0.40126154
593365,0.42357475
593366,0.6546657
593367,0.8010261
593368,0.1286031
593369,0.5267018
593370,0.9335412
593371,0.22064212
593372,0.8857231
593373,0.571785
593374,0.27141276
593375,0.69466233
593376,0.09351294
593377,0.007968187
593378,0.31869474
593379,0.8299676
661373,0.26237214
661374,0.78567064
661375,0.69561756
661376,0.20773184
661377,0.41394767
661378,0.37431726
661379,0.5270996
661380,0.78624624
661381,0.81565046
661382,0.20094061
661383,0.71242297
661384,0.6362059
661385,0.282782
661386,0.079365045
661387,0.71488357
661388,0.2250506
661389,0.15772268
661390,0.815933
661391,0.35996073
661392,0.22304045
661393,0.08775666
661394,0.091442555
661395,0.07162471
661396,0.929505
661397,0.6483154
661398,0.8560412
661399,0.6701429
661400,0.77165043
661401,0.056114554
661402,0.8717718
661403,0.14379206
661404,0.40471584
661405,0.17236915
661406,0.22316006
661407,0.24691094
661408,0.30151752
661409,0.87426376
661410,0.7449518
661411,0.14463675
661412,0.8646469
661413,0.5875834
661414,0.5787605
661415,0.65698874
661416,0.45225132
661417,0.008004367
661418,0.8065208
661419,0.7880521
661420,0.07170476
661421,0.92156327
661422,0.41982892
661423,0.017873138
661424,0.6683669
661425,0.69503963
661426,0.63551056
661427,0.316696
661428,0.23324077
661429,0.70272577
661430,0.84890866
661431,0.6707647
661432,0.90503323
661433,0.5128328
661434,0.54562664
661435,0.38576555
661436,0.18607582
661437,0.61173165
661438,0.8507463
661439,0.8069755
661440,0.1876042
661441,0.06696898
661442,0.97699594
661443,0.08250034
661444,0.9522929
661445,0.3050048
661446,0.84780467
661447,0.09015517
661448,0.90280986
661449,0.063839376
661450,0.28558946
661451,0.023456067
661452,0.48013026
661453,0.8996779
661454,0.36327994
661455,0.8205029
661456,0.941085
661457,0.2223402
661458,0.908782
661459,0.7148125
661460,0.512373
661461,0.718688
661462,0.2889296
661463,0.0991624
661464,0.5864122
661465,0.16041058
661466,0.8826163
661467,0.70823807
661468,0.87713575
661469,0.85646737
661470,0.53142893
661471,0.4402489
661472,0.29676047
661473,0.8603122
661474,0.32870084
661475,0.18122163
661476,0.10057953
661477,0.18890435
661478,0.16441089
661479,0.15821701
661480,0.5301033
661481,0.5671008
661482,0.8296026
661483,0.70136726
661484,0.5354121
661485,0.30384597
661486,0.259925
661487,0.82776713
661488,0.90722215
661489,0.37505922
661490,0.16413009
661491,0.24496435
661492,0.92711985
661493,0.6255071
661494,0.15651613
661495,0.8876852
661496,0.20534581
661497,0.38538715
661498,0.65341926
661499,0.5526905
661500,0.051802933
661501,0.9059943
661502,0.38884637
661503,0.2543367
661504,0.15894404
661505,0.3353789
661506,0.21394077
661507,0.4577395
661508,0.2676062
661509,0.81913173
661510,0.7946142
661511,0.113266155
661512,0.18191212
661513,0.9045589
661514,0.20525527
661515,0.8618046
661516,0.14909384
661517,0.24764697
661518,0.63719106
661519,0.11154729
661520,0.9223038
661521,0.31257403
661522,0.72707254
729443,0.16101396
729444,0.39054143
729445,0.68263805
729446,0.4610689
729447,0.44605228
729448,0.13292971
729449,0.7947856
729450,0.1304277
729451,0.78485334
729452,0.7964852
729453,0.82260025
729454,0.6366414
729455,0.5842725
729456,0.061398387
729457,0.68488103
729458,0.73792446
729459,0.8114419
729460,0.8512989
729461,0.60834205
729462,0.83812547
729463,0.06255974
729464,0.08035308
729465,0.4065482
729466,0.7949941
729467,0.7591901
729468,0.71710944
729469,0.9163964
729470,0.470308
729471,0.18738864
729472,0.69835186
729473,0.15441354
729474,0.4164553
729475,0.23120555
729476,0.33299056
729477,0.22886181
729478,0.5264136
729479,0.7029135
729480,0.8039247
729481,0.6506126
729482,0.8341098
729483,0.7280154
729484,0.5476924
729485,0.30777583
729486,0.07229486
729487,0.8007002
729488,0.7968625
729489,0.61361706
729490,0.42319983
729491,0.74273396
729492,0.3830726
729493,0.23294279
729494,0.7243322
729495,0.17917694
729496,0.054281026
729497,0.27320838
729498,0.740033
729499,0.6223328
729500,0.35801402
